"Adresse";"Code_Postal";" Ville";"Pays";" Coord_GPS";" Remarque"
"Place du Pressoir";"17220";"Clavette";"France";"46.1407558, -1.0280798";"Grande boite à livres située dans un ancien réfrigérateur au coin de la place."
"16 Route de Villedoux";"17230";"Charron";"France";"46.302833, -1.087642";"Garage Bercier a intallé depuis juin 2015 2 grandes boîtes à livres anciens distributeurs de boissons vitrés sur le parking du commerce ainsi que de nombreux livres sont aussi dispos dans le hall. "
"11 rue du velodrome";"17240";"champagnolles";"France";"45.5118604, -0.6368422";"devant les commerces de proximité Vival, très belle initiative."
"12 rue de romagotz";"17250";"romegou";"France";"45.8703513, -0.8071171";"sous l abri bus devant le parking de l'école"
"37 Rue de Vassiac";"17270";"Montguyon";"France";"45.2185942, -0.1822933";"Sur le complexe sportif, à l'entrée du bâtiment"
"rue des rampots";"17290";"Ballon";"France";"46.05454, -0.954616";
;"17300";"Lagord";"France";"46.15866,-1.1805876";
" avenue Marie François Sadi Carnot";"17300";"rochefort";"France";"45.938191,-0.965148";"accrochée au grillage du parc"
"rue Pierre loti";"17300";"rochefort";"France";"45.935618, -0.962403";"à l'angle de la place."
"Rue cochon duvivier";"17300";"Rochefort";"France";"45.9360552, -0.961183";
"59 route des Allées";"17310";"Saint-Pierre-d Oléron";"France";"45.93624369539864, -1.3036179542541506";"La boîte à livres se trouve dans le hall de la Communauté de communes de l île d'Oléron, et est accessible uniquement aux heures d'ouverture."
"Port de La Cotinière";"17310";"ST PIERRE D OLERON";"France";"45.915958, -1.329564";"Au pied du petit restaurant face à La Criée"
"Place Eugène Papin";"17320";"Saint-Just-Luzac";"France";"45.8011717, -1.0358147";"La boîte à livres se trouve devant la boulangerie."
"Jardin Public de Marennes";"17320";"Marennes";"France";"45.82043682631192, -1.110600829124451";"La boîte à livres se trouve dans le jardin public, près de l aire de jeux des enfants."
"place de la mairie";"17330";"vergné";"France";"46.0730577, -0.5066719";"en face du parc"
"Avenue Vouliagmeni 276";"17343";"Athènes";"France";"37.9408412,23.7403763";"Dans la station de métro Agios Dimitrios  en face du point de vente des titres de transport."
"Quai de Carénage";"17350";"Port-d Envaux";"France";"45.8358564, -0.6782051";"En face du point de baignade"
"Place des Filles de la Sagesse";"17370";"Saint-Trojan-les-Bains";"France";"45.8422719, -1.2070736";"La boîte se trouve près du marché couvert."
"Ronce-les-bains";"17390";"La Tremblade";"France";"45.7680631, -1.1409612";"Adossée à l'office de tourisme, la boîte à lire attend vos ouvrages."
"Boite a lire";"17400";"Asnieres-la-Giraud";"France";"45.8911808, -0.521883";"Mise en place par la  munipalité et réalisée par les membres de l association des ateliers du patrimoine"
"Boite a lire";"17400";"Asnieres-la-Giraud";"France";"45.8911808, -0.521883";"Mise en place par la  munipalité et réalisée par les membres de l association des ateliers du patrimoine"
"Porte de la flotte";"17410";"Saint-Martin-de-Ré";"France";"46.2045924, -1.3688089";"Boîte artisanale à l abri des intempéries"
"Plage du bureau ";"17420";"Saint palais sur mer";"France";"45.6414783, -1.0875216";"La boîte est sur la promenade devant la plage. Il y en a eu autre à côté des jeux pour enfants du parc Raymond Vignes, dans la même ville."
"1 Avenue Charles de Gaulle";"17420";"Saint-Palais-sur-Mer";"France";"45.6461966, -1.0886109";"La boîte à lire se trouve à l'entrée du parc, près de l'aire de jeux pour enfants."
"rue saint vivien";"17430";"bords";"France";"45.8968808, -0.7948902";"entre le boulangerie et le café des sports"
"rue du vieux puits";"17430";"Tonnay-Charente";"France";"45.9557756, -0.8694659";"libre accès, se trouve sur la petite place du lieu-dit de Tonnay-Charente à la Noue, super sympa avec banc a coté pour lire tranquille, et parking."
"rue de la République";"17430";"Saint Hippolyte";"France";"45.9185839, -0.8882665";"libre accès, se trouve derrière l école et la poste de Saint Hippolyte dans le parc"
"Rue de la plage";"17440";"AYTRE";"France";"46.1211385, -1.123923";"Petite boîte verte sur le bord de la plage. Avant de se poser sur votre serviette prenez un livre dans la boîte à lire."
"3 boulevard de l'océan";"17450";"fouras";"France";"45.9916262, -1.0937291";"Plage Nord près du grand chêne dans une ancienne boite aux lettres !"
"avenue philippe janet";"17450";"fouras";"France";"45.981693, -1.087653";"plage sud, presque en face de la résidence Odalys"
"rue du Général Bruncher";"17450";"Fouras";"France";"45.9868359, -1.0964529";"La boîte à lire se situe devant la Médiathèque à deux pas du Fort Vauban. Elle a été construite par les Amis de la bibliothèque."
"171 route impériale";"17450";"Saint laurent de la prée";"France";"45.9928531, -1.0250431";"A côté du bar tabac le zinc"
"Rue de l'arnoult";"17460";"Varsay";"France";"45.704286, -0.735322";"Boîte en bois à droite de la porte de l'eglise Sous un petit porche"
"rue du centre";"17460";"la jard";"France";"45.6543362, -0.5871815";"sous l abris bus à coté de l'école primaire"
"RUE DES TILLEULS";"17460";"Varzay";"France";"45.7080519, -0.7307949";"La boite à livres est collée à l'église, à côté de l'entrée de celle-ci."
"Avinguda de Rhode";"17480";"Roses";"France";"42.2632172, 3.1744145";"En Espagne, Gérone en CatalogneLes citadelles de Rosas"
"Square Rhin et Danube";"17480";"Le Château d Oleron";"France";"45.979631, -1.3332675";"Derrière l Office de tourisme, à l'entrée du parc de jeu."
"Place du Violon";"17480";"Saint Mandé sur Brédoire";"France";"46.024679, -0.298356";", en face de l église Saint Brice, dans le bourg de St mandé"
" ";"17488";"cadaques";"France";"42.2887571, 3.2779723";"la boite se trouve  en face de la sortie du grand  parking payant livres en espagnol, français, allemand il y en a pour tous les goûts."
"Mairie de SAINT GERMAIN DE VIBRAC";"17500";"Saint-Germain-de-Vibrac";"France";"45.4253519, -0.323239";"La Boite à lire se trouve à l'intérieur de la mairie. Horaires d'ouverture : mercredi de 9h à 13h et vendredi de 13h à 17h"
"7 rue de la mairie";"17510";"Néré";"France";"45.974358, -0.2350217";"La boite est blanche, elle se situe sur le mur de la maire dans la cour de l agence postale."
"7 ROUTE DE COGNAC";"17520";"CIERZAC";"France";"45.5251057, -0.298129";"Actuellement située à l'intérieur du multi service, nous cherchons un aménagement pour la placer à l'extérieur cet été."
"11 place de l église ";"17520";"Sainte lheurine";"France";"45.5594537, -0.4012378";
"10 rue des sables";"17540";"Angliers";"France";"46.2138571, -0.9540745";"Dans le magasin Vival Casino."
"Parc Ranson";"17560";"Bourcefranc-le-Chapus";"France";"45.8313857, -1.1509414";"Cette boite à lire se situe dans le parc Ranson, parc que ce monsieur a céder à la commune pour 1€ symbolique, une condition: pas de construction."
"Boulevard des Régates";"17570";"Les Mathes";"France";"45.687194, -1.1812019";"Boîte à lire située à La Palmyre, à l intersection du boulevard des Régates et du boulevard de Bonne Anse"
"Place du Général de Gaulle";"17570";"Les Mathes";"France";"45.71676, -1.1466369";"Boîte à lire située derrière l église, en face des halles"
"Angle rue Carnot et rue du Lavoir - Bord de Seudre";"17600";"SAUJON";"France";"45.6742259,-0.9252358";
"Avenue Jean de Vivonne";"17600";"Pisany";"France";"45.7023089, -0.785973";"La boîte à livres est installée dans une ancienne cabine téléphonique face à la Poste."
"Avenue Jean de Vivonne";"17600";"Pisany";"France";"45.70045108652682, -0.7804745435714723";"La boîte à livres est installée dans une ancienne cabine téléphonique face à la Poste."
"Quai Jules Dufaure";"17600";"Saujon";"France";"45.673929, -0.934297";"Boîte à lire située sur le port de Ribérou, quai Jules Dufaure"
"rue de l église";"17620";"echillais";"France";"45.89836, -0.9556174";"à droite de l entrée de la bibliothèque en face de la mairie contre un mur"
"Avenue du Parc des Sports";"17640";"Vaux-sur-Mer";"France";"45.642946, -1.0671949";"Dans le parc des Sports, à côté de l'aire de jeux pour les enfants."
"Rue du Logis";"17640";"Vaux-sur-Mer";"France";"45.6458142, -1.0632874";"Face à l'hôtel de ville."
"front de mer";"17640";"vaux sur mer";"France";"45.6435735, -1.0691111";"près de l auditorium Royan"
"base nautique ";"17640";"vaux sur mer";"France";"45.6393929, -1.0778859";"Boite à Lire Lions Club installé sur la place de la base nautique Royan"
"Promenade Charles Martell St Georges de Didonne";"17640";"vaux sur mer";"France";"45.6454219, -1.0608787";"Boite à Lire Lions Club"
"Place de la résistance St Georges de Didonne";"17640";"vaux sur mer";"France";"45.6037473, -0.9851108";"Boite à Lire Lions Club"
"Parc des sports ";"17640";"vaux sur mer";"France";"45.646473, -1.052566";"Boite à Lire Lions Club"
"Front de mer";"17640";"vaux sur mer";"France";"45.6374328, -1.07423";"Boite à Lire Lions Club installé sur le Front de mer de St Palais sur mer"
"hôtel de ville";"17640";"vaux sur mer";"France";"45.6465744, -1.0642585";"Boite à Lire Lions Club installée dans le parc de l’hôtel de ville"
"Dimosthenous 157";"17673";"Kallithea";"France";"37.9509594, 23.7029794";"Sur le mur de la 1ère école primaire de Kallithea, côté rue Dimosthenous, des étagères et une jolie boite à livres à la disposition des passants."
"rue du chay";"17690";"Angoulins sur mer";"France";"46.103333, -1.116998";"Le port loiron. Boite à lire interessante car lorsqu on a oublié son livre on peut en trouver ici "
"Rue Paul Gauguin";"17700";"Surgères";"France";"46.107823, -0.762425";"En face du parking et local à poubelles"
"Sur la plage";"17730";"Port des Barques";"France";"45.9449132330295, -1.100413799285889";"A coté du poste de secours"
"Place des blagieurs";"17730";"Port des barques";"France";"45.949196, -1.078164";"Mur de l office du tourisme"
"24 avenue de St Jean d'angély ";"17770";"St hilaire de villefranche";"France";"45.8521637, -0.5285301";"Bien visible sur la grande place près de la mairie."
"venue Gustave Perreau";"17940";"Rivedoux";"France";"46.1589937, -1.2674297";"Joli maison en bois de couleur verte, près du banc sur la place de la mairie"
"boulevard de la republique";"18000";"bourges";"France";"47.0885246, 2.3964106";"dans le jardin des prés fichaux "
"route de saint michel";"18000";"bourges";"France";"47.1063086, 2.4277355";"Dans le parc paysager des Gibjoncs, à coté des jeux pour enfants."
"Jardin des Prés-Fichaux";"18000";"Bourges";"France";"47.0903889, 2.3953951";
"étang du petit bois";"18000";"Bourges";"France";"47.2908385, 2.5361286";"boite à lire à Henrichemont"
"place du 14 juillet";"18000";"Bourges";"France";"47.1244397, 2.4042148";"Boite à livres à Asnières les Bourges, "
"63 chemin des commnes";"18000";"BORGES";"France";"47.0841243, 2.4077952";
"5 av Eugène Brisson";"18000";"Bourges";"France";"47.0807628, 2.4010856";"Dans le parc."
"9 rue Voltaire";"18100";"Vierzon";"France";"47.2215099, 2.0681314";"Boite située devant l entrée de la maison de la presse "
"Route de la loeuf";"18100";"Vierzon";"France";"47.2154735, 2.0420513";
"30 route de Paris";"18110";"Fussy";"France";"47.1445281, 2.4296985";"Située en dessous d un auvent avec une chaise pour pouvoir feuilleter les livres, cette boite à lire est très populaire...."
"Place de la république";"18120";"Massay";"France";"47.151435, 1.989855";"Cabine devant La Poste"
"Place de la république";"18120";"Massay";"France";"47.151435, 1.989855";"Cabine devant La Poste"
"Bourg ";"18130";"Osmery";"France";"46.90738, 2.6623162";"Ancienne cabine téléphonique dans le bourg d'osmery"
"rue des ponts";"18130";"Dun sur auron";"France";"46.8833927, 2.5668856";"Boite à livres très bien achalandée et agréable"
"Place Jacques Chartier";"18130";"Dun sur auron";"France";"46.884513, 2.5715616";"Petite boite à livre qui contient vraiment des perles"
"Le port";"18150";"Cuffy";"France";"46.947643, 3.064864";"La boite à lire se trouve au port du Guétin à Cuffy. Proche de la halle nautique."
"Place de la Poste";"18150";"Germigny L Exempt";"France";"46.9184266, 2.897847";"Ancienne cabine téléphonique"
"Place de l église";"18190";"Saint loup des Chaumes";"France";"46.823037, 2.387641";"Pas très loin de la mairie , sous un abris"
"Rue de la croix Périe";"18200";"La perche";"France";"46.6428609, 2.5709107";"Petite boite rouge sous un abris de bus"
"Rue de la caserne";"18200";"Saint-Amand-Montrond";"France";"46.7253198, 2.4973336";"Face à la clinique des grainerière"
"Cours manuel";"18200";"Saint-Amand-Montrond";"France";"46.720734, 2.5065607";"Dans le parc du Musée Saint-Vic"
"Chemin de la roche";"18200";"Saint-Amand-Montrond";"France";"46.714594, 2.489515";"Au bord du canal , près du camping de la roche"
"Place Louis margueritat";"18200";"Bruère-Allichamps";"France";"46.7684572, 2.4326655";"Sur la façade de la mairie"
"13 Grande Rue";"18220";"morogues";"France";"47.2414296,2.596359";"Projet Partagé Au Fil des Pages"" mis en place par des habitants de la commune. "
"Route des Aix d'angillon";"18250";"Henrichemont";"France";"47.1896957,2.6072129";"Installée en octobre 2016"
"Hameau de la Borne";"18250";"HENRICHEMONT";"France";"47.285508,2.578821";"Installée en octobre 2016"
"allee du treillon";"18300";"Sancerre";"France";"47.3298629, 2.8352405";"Dans la salle d attente du Cabinet de kinésithérapie, libre d accès en journée."
"Place de l'église";"18330";"VOUZERON";"France";"47.2598471,2.2220228";"Une grande boite à lire avec de nombreux livres pour tous les amateurs de lecture."
"mairie";"18330";"nançay";"France";"47.3504724, 2.1958221";"sous l auvent de la Mairie"
"Brg de Lissay";"18340";"LISSAY-LOCHY";"France";"46.971047, 2.407871";"Boite à coté de l'arrêt de bus."
"Place du marché";"18350";"OUROUER LES BOURDELINS";"France";"46.930344,2.783905";"La boîte est un libre-service annexe à la bibliothèque. A l'intérieur se trouve un choix pour enfants et pour adultes. Les livres proviennent exclusivement de la bibliothèque et le service est géré par elle. Infos sur bibliothequebourdelinoise.blogspot.com"
"17 rue Eudes de Sully";"18380";"La Chapelle d'Angillon";"France";"47.3635566, 2.4334247";"Cette boîte a été mise en place le 05 juillet 2017."
"2 Le Rond Point";"18410";"CLEMONT";"France";"47.5641927,2.3048749";"La boite à lire est située au Rond Point  devant le restaurant Au P tit Bonheur  sur l'axe Aubigny sur Nère/ Brinon sur Sauldre."
" ";"18410";"brinon sur sauldre";"France";"47.56488615828122, 2.256231307983399";
"23 rue de la République";"18500";"VIGNOUX SUR BARANGEON";"France";"47.2014651, 2.1718166";"Devant le bâtiment «La Forestière»"
"Rue du Bois Rollet";"18570";"Le Subdray";"France";"47.008922, 2.298043";"Près de la mairie sous le préau, à droite de la petite porte de l école."
