Adresse;Code_Postal; Ville; Pays; Coord_GPS; Remarque
38 Le Bourg;19170;Lacelle;France;45.6408014, 1.8260009;Sur la place principale, proche de la gare.
4 Route De toulx St Croix;23230;Trois-Fonds;France;46.2485454, 2.2304176;A côté de la mairie.
Place de l'Hôtel de ville;62130;SAINT POL SUR TERNOISE;France;50.3811933, 2.3364299;La boîte se trouve sur le mur de la Mairie.
rue du 8 mai 45;62130;SAINT POL SUR TERNOISE;France;50.3769557, 2.3311906;La boîte se trouve sur le pilier à l'entrée de la Maison Pour Tous
Mairie;27520;Thuit Hébert;France;49.3229572, 0.8316307;Juste à côté de la mairie.
2 place de la république;87220;Feytiat;France;45.8063379, 1.3301094;Au fond du parking à côté de l église, proche restaurant scolaire.
Rue Auguste Dubois;21230;Arnay le Duc;France;47.131608, 4.486624;Proche de la pharmacie de la tour.
Boulevard du Docteur René Dubois;44500;La Baule;France;47.2808204, -2.3835904;Très jolie Cabine de plage à lire, assortie aux vraies de la plage.
32 ter RUE DE L'YVRON;77540;courpalay;France;48.6472977, 2.9619029;La boite se trouve à côté de la salle de judo.
 ;77390;Chaumes en Brie;France;48.666072, 2.841244;Cabine téléphonique transformée en bibliothèque de rue à côté de la mairie. 
rue de l'église;77390;yebles;France;48.6377893, 2.7716182;La boite se situe en face de l'église.
31 rue de la république;31340;Villemur sur tarn;France;43.8642979, 1.50429;Des livres, des magazines, des dvd sont à disposition dans le magasin de l association des BIFFINS OCCITANS brocante liée au recyclage.
32 Rue Frédéric Petite;60210;Grandvilliers;France;49.6661795, 1.9379041;Une ancienne cabine téléphonique donnée la commune voisine de Dargies a été mise ne place au sein du Centre Social Rural du Canton de Grandvilliers.
place du ronceray;35000;Rennes;France;48.0919065, -1.6397724;Devant le carrefour Market.
10 rue parc des sports;44320;Saint Viaud;France;47.2576205, -2.0185557;Située près de l'entrée de l'école, côté maternelle. La maison des livres est un petit chalet réalisé par les parents de l'école Saint Vital.
Grand-Place,1;7370;Dour;Belgique;50.3964631, 3.7789279;Les boîtes à livres de la Bibliothèque de Dour sont enfin disponibles ! L'une d'elle se trouve à l'intérieur de l'Hôtel de ville de Dour. Bonne lecture à tous !
Chemin des Croix, 3;7370;Dour;Belgique;50.394252, 3.7767741;Les premières boîtes à lire de la Bibliothèque de Dour sont enfin disponibles ! L'une d'elle se trouve à l'intérieur du Belvédère. Bonne lecture à tous !
rue d Italie, 2;7370;Elouges;Belgique;50.3994162, 3.7382005;Les premières boîtes à lire de la Bibliothèque de Dour sont enfin disponibles ! L'une d'elle se trouve à la Cité Sainte-Odile à Elouges. Bonne lecture à tous !
rue d Offignies, 19;7370;Dour;Belgique;50.3800471, 3.7991213;Les premières boîtes à lire de la Bibliothèque de Dour sont enfin disponibles ! L'une d'elles se trouve à la rue d'Offignies à Dour, près des chicanes. Bonne lecture à tous !
Boulevard Albert Camus;87220;Feytiat;France;45.8138693, 1.3393897;Espace vert de Puy Marot, à côté des jeux.
Rue Lucien Salette;34110;Frontignan;France;43.4471122, 3.75530719; Il s agit d'un ancien frigo customisé, couleur dominante le noir.
Place des Vanniers;87220;Feytiat;France;45.7887957, 1.3180869;Espace vert du Mas Gauthier à côté des jeux
Place de la Halle;43420;Pradelles;France;44.7693087, 3.8826565;Sur le chemin de Stevenson Sur la place du village, près de l'office du tourisme, boîte orange Boite à lire" Dans un des plus beaux villages de France.
Place du Pont - Paron;71100;Saint-rémy;France;46.7733318, 4.8333541;Abri à lire.
Place du 11 Novembre;87220;Feytiat;France;45.8098111, 1.3318887;Au centre bourg près des commerces
8 RUE DES ECOLES;41350;VINEUIL;France;47.5851935, 1.3761285;Elle se trouve devant le bâtiment la Crysalide , une partie pour les enfants et une partie dans un frigo pour les adultes.
4 place de la république;31120;portet sur garonne;France;43.5225727, 1.4078406;Cabine téléphonique.
Rue de Marigny;41500;MENARD;France;47.6422386, 1.4058961;Elle se trouve sur la place au coin de la rue Marigny et de la place du prince de chimay.
rue gargan;57245;Peltre;France;49.0758265, 6.2280643;Boite à lire située sur la petite place en face du couvent.
Place de l'église;23400;Saint-Moreil;France;45.8534664, 1.6895194;Sous l'escalier
Cité Fayolas;87200;Saint-Junien;France;45.8925259, 0.917107;en face à la maison de quartier située bâtiment C
2 impasse du Tarbezou;31500;Toulouse ;France;43.586883, 1.4828502;Place Firmis - Mise en place par la mairie.
84B avenue jean jaures;30000;Nimes;France;43.8283918, 4.3524207;Dans la banque crédit mutuel, après le sas d entrée sur la gauche. Il y a une bibliothèque en libre service.
136 boulevard Yves Farge;69007;LYON;France;45.7356963, 4.8268306;Co-réalisée par La commission Culture du Conseil de Quartier de Gerland et le Foyer APF L'Etincelle.
Avenue de la Maison Neuve;91227;Brétigny-sur-Orge;France;48.5878861, 2.3044333;Boîte à lire située dans le Centre Commercial de la Maison Neuve.
Avenue Paul Vaillant Couturier;87200;Saint-Junien;France;45.8820673, 0.9015511;A la gare
Cité Bellevue de Glâne;87200;Saint-Junien;France;45.893227, 0.894816;dans le square face à la maison de quartier située bâtiment E2
Place Morgan ;13300;Salon-de-Provence ;France;43.6388405, 5.0940539;En face de l'office de tourisme.
Rue du Romelaere;62500;Clairmarais;France;50.7747091, 2.2984438;Sur le bord du parking en face de l'Eglise.
80 rue de chalais;94240;L'HAY LES ROSES;France;48.771065, 2.3288679;A coté de l'école.
11 rue des jardins;94240;L'hay les roses;France;48.7799634, 2.3374034;A coté de l'auditorium.
26 rue jules ferry;94240;L'HAY LES ROSES;France;48.7770501, 2.3494225;A coté de l'école
rue sainte colombe;94240;L'HAY LES ROSES;France;48.77792, 2.359126;A côté du relais mairie.
73 avenue larroumès;94240; L'HAY LES ROSES;France;48.775431, 2.326084;Au Moulin de la Bièvre.
4 rue marc sangnier;94240;L'HAY LES ROSES;France;48.7662304, 2.3222364;A coté de l'école.
3 Chemin du Fort;69340;Francheville;France;45.7297901, 4.7428179;Boite à Lire accessible à tous à proximité du Marché et du Parc du Grillon. Réalisée par les Services Techniques municipaux et décorée par l artiste Mlle Terite.
Parc Jean Mermoz;93250; VILLEMOMBLE;France;48.8817795, 2.5165182;Elle se situe dans le parc.
108 rue docteur Temporal;01230;St Rambert en Bugey;France;45.9491571, 5.4418109;Venez lire, emprunter, échanger, déposer des livres pour petits et grands au Centre Socio-Culturel de l'Albarine.
Place Charles de Gaulle ;41210;Neung sur Beuvron;France;47.5344562, 1.8059919;Une nouvelle boîte à lire Vival livre.
Place curial;69500;bron;France;45.7374217, 4.916939;Une initiative des conseils de quartier !
3 allée des Maronniers;86420;Monts sur Guesnes;France;46.9206536, 0.2115308;Bibliothèque partagée dans la supérette communale dont je suis le gérant.
Rue mansard;21000;Dijon;France;47.310403, 5.0597956;
Pont Saint-Etienne;87000;Limoges;France;45.8291225, 1.270532;Au pied du pont Saint-Étienne, côté quai Louis Goujaud.
Pont Neuf;87000;Limoges;France;45.8258499, 1.2691421;Au pied du pont Neuf, côté quai Louis Goujaud.
49 route du front de mer;17200;Royan;France;45.6240801, -1.0263112;Sur la promenade le long de la plage.
Allée du Parc de la Mairie;93190;livry gargan;France;48.9207631, 2.536178;Devant le centre administratif. Merci au Lions club.
place de liberation;93190;livry gargan;France;48.9225613, 2.5438357;Devant le marchand de légumes N3. Merci au lions club.
37 rue eugéne masse;93190;livry gargan;France;48.9257241, 2.544878;Devant le centre culturel cinema. Merci au lions club.
60 avenue du consul general nordling;93190;livry gargan;France;48.9170718, 2.5326578;Dans le parvis de l entrée du parc Lefévre. Merci au Lions club.
9 boulevard gutenberg;93190;livry gargan;France;48.91235, 2.5195496;Devant l entrée du lycée bouloche. Merci au Lions club.
ZAC de la fontaine au brun;44570;Trignac;France;47.3004017, -2.2103982;Dans la galerie du Auchan
Parc de Gorem Goz;29470;Plougastel-Daoulas;France;48.362414, -4.265608;inauguré le mois dernier cette boîte à livres est la petite soeur de la bibliothèque de rue du bourg de Plougastel.
5 place du Village ;38180;Seyssins;France;45.1562333, 5.6803988;Ancienne cabine téléphonique transformée en petite bibliothèque.
Avenue Jean Lefesvre;02400;Château Thierry ;France;49.0434747, 3.3953779;Bien pleine cette boîte à lire !
rue Victor Hugo;31340;VILLEMUR SUR TARN;France;43.8641085, 1.4945205;Quartier Cité verte
place Victor Schoelcher;29000;QUIMPER;France;47.984988, -4.0835524;Près de l'école Edmond MICHELET et la maison du Braden
Rue Risler;90000;Belfort;France;47.6416964, 6.8356378;
Rue de Bruxelles;90000;Belfort;France;47.633796, 6.8417925;
Rue Maginot;90200;Giromagny;France;47.7417307, 6.8275971;
Rue du Bois;68570;Osenbach;France;47.9857446, 7.2178699 ;
rue anna politkovskaia;31200;TOULOUSE;France;43.6131663, 1.4207237;
1 Place Jacques Sauvegrain;31100 ;Toulouse;France;43.5898384, 1.3781671;
Parc du Château Peixotto;33400;Talence;France;44.8086252, -0.5900858;La boite à lire se trouve dans le parc Parc du Château Peixotto prés du plan d'eau du coté de la sortie rue Pierre Curie. Il y en a une autre dans le parc ....
Rue de l'ancienne ecole ;1588;Montet;Suisse;46.9484519, 7.0287751;La boite se trouve au numéro 5. 
place Alphonse Fiquet;80000;amiens;France;49.8910679, 2.3067847;Sur le parvis de la gare, face à la Tour Perret.
CD 31;54300;Moncel-lès-Lunéville;France;48.5784606, 6.5207688;A l'entrée de la cafétéria en face du stand à crêpes.
29 route de pontenx;40200;saint-paul-en-born;France;44.2244711, -1.1518441;Derrière la mairie, à l initiative du conseil municipal des Jeunes
Plaine d'Eycheil;09200;Saint Girons;France;42.971709, 1.157537;Se trouve le long du chemin qui longe la Salat et qui relie St Girons à Eycheil.
Grande rue;02350;Boncourt;France;49.64578, 3.8953272;Mise en place début 2017, en lien avec l atelier bricolage du village, 250 habitants
29 rue Pellerin;57100;Manom;France;49.3698822, 6.177538;Dans l aire de jeu pour enfants. Petite cabane en bois.
Route d'Alençon;72650;La Chapelle-Saint-Aubin;France;48.0405839, 0.1743174;Dans la galerie commerciale d'Auchan, des étagères sont mises à dispositions pour déposer, échanger des livres.
Mairie de St Hilaire la croix, le bourg ;63440;St Hilaire la croix;France;46.046442, 3.0583414;Accessible tout le temps et située devant la mairie, elle a été construite par notre cantonnier qui a fait un boulot magnifique.
17 avenue charlebourg;92250;la garenne-colombes;France;48.905482, 2.2412786;A l'angle de l'avenue Charlebourg et de la rue Lucien Jeannin
  ;04120;La Palud sur Verdon;France;43.7794979, 6.341844;Au dessus du parc de Jeu, Au niveau des escaliers.
 ;04360;Moustiers;France;43.8320441, 6.2163597;La boite est située dans la rue piétonne.
Rue Paul Cézanne;24200;Sarlat-la-Canéda;France;44.8836199, 1.2224921;
 ;30210;collias;France;43.952824, 4.478372;La boite se situe dans le centre ville.
Route Forestière du Truc Vert;33950;Lège-Cap-Ferret;France;44.6993615, -1.2467011;
Rue Pré-duMarché;1004;Lausanne;Suisse;46.5248512, 6.630107;Ancienne cabine téléphonique, au pied du clocher de la basilique Notre-Dame.
59 avenue de l'URSS;31400;Toulouse;France;43.5804997, 1.4485198;Boite à lire de la mairie
 ;77694;Kehl;Allemagne;48.5825765, 7.8466082;Bücherschrank "Bücherwurm" auf dem Marktplatz Non pas une, mais deux armoires à livres, sur la place du marché d une petite ville allemande, à portée de tram de Strasbourg.
 ;60530;Fresnoy en thelle ;France;49.2009649, 2.269171;La boite se situe dans la cabine téléphonique pas très loin de l'école.
Place Paul Riché;31200; Toulouse;France;43.6476687, 1.4321816;Quartier Sept-Deniers / Ginestous / Lalande 24h/24h - 7j/7j
3 chemin des Clotasses ;31400;Toulouse;France;43.5498424, 1.4580439;Quartier Rangueil / Sauzelong / Pech-David / Pouvourville 24h/24h - 7j/7j
Place Emile Male;31300;Toulouse;France;43.5922963, 1.4177219;Quartier Fontaine-Lestang/Arènes/Bagatelle/Papus/Tabar/Bordelongue/Mermoz/La Faourette 24h/24h - 7j/7j 
Place des Glières;31100;Toulouse;France;43.564739, 1.410329;Quartier Saint-Simon / Lafourguette.24h/24h - 7j/7j
 Place Soupetard;31000;Toulouse;France;43.6122405, 1.4776672;71 rue Louis Plana – Quartier Jolimont/Soupetard/Roseraie/Gloire/Gramont 24h/24h - 7j/7j
Place Baudin;31000;Toulouse;France;43.6045483, 1.409464;Quartier Fontaine-Bayonne / Cartoucherie 24h/24h - 7j/7j
3 avenue marcel perrin;95540;Méry sur oise;France;49.0646172, 2.185627;A côté de la pmi.
Jardin Compans;31000;Toulouse;France;43.6110079, 1.4333179;A l entrée du jardin Compans donnant sur la place de l'Europe Quartier Amidonniers Compans-Caffarelli 24h/24h - 7j/7j
Square Charles de Gaulle;31000;Toulouse;France;43.6045445, 1.4450723;Quartier Capitole / Arnaud Bernard / Carmes 24h/24h - 7j/7j
rue altwiller;67260;harskirchen;France;48.9343136, 7.038187;C est à Harskirchen 67260 devant la boulangerie La Huche à Pain, rue Altwiller
35 rue principale;57980;Metzing;France;49.1052998, 6.9587125;Coté mairie.
10 rue de pologne;78100;saint germain en laye;France;48.8972376, 2.0900856;Place du marché devant la poste.
rue de la xavée;88200;remineront;France;48.018096, 6.589541;L'étagère se trouve à l'extérieur du bâtiment Le Volontaire, au centre-ville, côté rue de la Xavée.
place de la mairie;78610;le perray en yvelines;France;48.6941148, 1.8549108;Devant la mairie.
Champerboux;48210;Sainte Enimie;France;44.408783, 3.413141;Située au coeur du hameau, la boîte à lire" a été aménagée dans la cabine téléphonique.
avenue de saumur;44500;la baule;France;47.2806047, -2.3772509;Je viens de voir 2 boîtes à lire en passant sur le remblais. Une en face de l'avenue de Saumur, la 2è entre Pornichet et l'Avenue de la Grande Dune
1 rue saint bernard ;31000;toulouse;France;43.6089105, 1.443045;Une boîte à dons rue saint Bertrand juste en face du café Ô 3/4 En Bar, qui est au numéro 1 de la rue.
étang neuf;38090;villefontaine;France;45.60491095971415, 5.176963806152345;Parc du Vellein vers les terrains de volley Parc du Vellein près du cimetière Parc du l'étang neuf et des quatre vents, au centre.
 2 rue Lafayette;87300;Bellac;France;46.1203165, 1.046434;Dans le square de la rue Lafayette.
Place Simon Montariol;31140;Fonbeauzard;France;43.6794496, 1.4269563;Sur le parking de la Mairie de Fonbeauzard
19 rue jacquard;09300;lavelanet;France;42.927682, 1.844239;Collège louis pasteur.
Impasse de la mairie ;25400;Audincourt;France;47.4815605, 6.8412807;En face d un café, dans une boîte vitrée, dans un petit passage en face des jets d'eau.
rue des embruns;66000;perpignan ;France;42.6968382, 2.9159217;Ancienne cabine téléphonique anglaise.
place de sardane;66000;perpignan ;France;42.724487, 2.8805664;Ancienne cabine téléphonique anglaise donc ROUGE
place des poilus;66000;perpignan ;France;42.6976362, 2.894782;
315 avenue du devois;34170;castelnau le lez;France;43.641868, 3.9222614;
9 rue de l'église;09220;vicdessos;France;42.7704129, 1.5002848;Collège du montcalm.
rue des chevaliers;11200;homps;France;43.2679999, 2.7201904;info bibliothèques des rues
route minervoises;11700;puicheric;France;43.2242388, 2.6275921;
Square Saint-Jean;67000;Strasbourg;France;48.584914, 7.739731;La boîte à livres la plus proche de la gare.
 Lac des Ilettes;74700;Sallanches;France;45.9599392, 6.6359736;Nouvelle boîte à lire en Haute-Savoie, sur la commune de Sallanches. La boîte se trouve sur la base de loisirs aux lacs des Ilettes, sous le préau se trouvant à proximité du parking.
rue des Bouillons;58700;MOUSSY;France;47.193504, 3.4563736;Bel éventail de livres mis à disposition au Lavoir de Moussy, sur le chemin de Compostelle. Endroit calme, bucolique, une pause agréable...
Rue de la Plaine;54330;OMELMONT;France;48.5010706, 6.1144479;Sous le préau, Monsieur Liseur s'est attardé près de la boîte à livres et du vieux pressoir. Une table vous attend, venez lui tenir compagnie.
30 rue des écoles;87510;Saint-Jouvent;France;45.9572305, 1.202399;Devant la mairie.
 1 place de la Mairie;87720;Saillat-sur-Vienne;France;45.8706583, 0.8157133;Sur le parking de la mairie, de la poste et de l'école.
Arènes;40270;Larrivière-Saint-Savin;France;43.769093, -0.426048;La boîte à lire se trouve sous les arènes qui sont en face de la salle des sports, de basket notamment. Elle est visible depuis la route et facile d accès.
